study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB5348	SAMEA2400863	ERX425006	ERR458659	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458659/ERR458659.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458659/120903_0219_D0PT7ACXX_6_SA-PE-025.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458659
PRJEB5348	SAMEA2400864	ERX425007	ERR458660	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458660/ERR458660.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458660/120903_0219_D0PT7ACXX_7_SA-PE-025.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458660
PRJEB5348	SAMEA2400865	ERX425008	ERR458661	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458661/ERR458661.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458661/120903_0219_D0PT7ACXX_1_SA-PE-042.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458661
PRJEB5348	SAMEA2400866	ERX425009	ERR458662	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458662/ERR458662.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458662/120903_0219_D0PT7ACXX_2_SA-PE-042.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458662
PRJEB5348	SAMEA2400867	ERX425010	ERR458663	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458663/ERR458663.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458663/120903_0219_D0PT7ACXX_3_SA-PE-042.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458663
PRJEB5348	SAMEA2400868	ERX425011	ERR458664	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458664/ERR458664.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458664/120903_0219_D0PT7ACXX_4_SA-PE-042.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458664
PRJEB5348	SAMEA2400869	ERX425012	ERR458665	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458665/ERR458665.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458665/120903_0219_D0PT7ACXX_5_SA-PE-042.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458665
PRJEB5348	SAMEA2400870	ERX425013	ERR458666	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458666/ERR458666.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458666/120903_0219_D0PT7ACXX_6_SA-PE-042.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458666
PRJEB5348	SAMEA2400871	ERX425014	ERR458667	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458667/ERR458667.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458667/120903_0219_D0PT7ACXX_7_SA-PE-042.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458667
PRJEB5348	SAMEA2400872	ERX425015	ERR458668	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458668/ERR458668.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458668/120903_0219_D0PT7ACXX_1_SA-PE-081.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458668
PRJEB5348	SAMEA2400873	ERX425016	ERR458669	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458669/ERR458669.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458669/120903_0219_D0PT7ACXX_2_SA-PE-081.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458669
PRJEB5348	SAMEA2400874	ERX425017	ERR458670	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458670/ERR458670.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458670/120903_0219_D0PT7ACXX_3_SA-PE-081.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458670
PRJEB5348	SAMEA2400875	ERX425018	ERR458671	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458671/ERR458671.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458671/120903_0219_D0PT7ACXX_4_SA-PE-081.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458671
PRJEB5348	SAMEA2400876	ERX425019	ERR458672	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458672/ERR458672.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458672/120903_0219_D0PT7ACXX_5_SA-PE-081.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458672
PRJEB5348	SAMEA2400877	ERX425020	ERR458673	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458673/ERR458673.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458673/120903_0219_D0PT7ACXX_6_SA-PE-081.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458673
PRJEB5348	SAMEA2400878	ERX425021	ERR458674	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458674/ERR458674.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458674/120903_0219_D0PT7ACXX_7_SA-PE-081.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458674
PRJEB5348	SAMEA2400879	ERX425022	ERR458675	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458675/ERR458675.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458675/120903_0219_D0PT7ACXX_1_SA-PE-071.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458675
PRJEB5348	SAMEA2400880	ERX425023	ERR458676	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458676/ERR458676.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458676/120903_0219_D0PT7ACXX_2_SA-PE-071.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458676
PRJEB5348	SAMEA2400881	ERX425024	ERR458677	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458677/ERR458677.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458677/120903_0219_D0PT7ACXX_3_SA-PE-071.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458677
PRJEB5348	SAMEA2400882	ERX425025	ERR458678	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458678/ERR458678.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458678/120903_0219_D0PT7ACXX_4_SA-PE-071.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458678
PRJEB5348	SAMEA2400883	ERX425026	ERR458679	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458679/ERR458679.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458679/120903_0219_D0PT7ACXX_5_SA-PE-071.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458679
PRJEB5348	SAMEA2400884	ERX425027	ERR458680	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458680/ERR458680.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458680/120903_0219_D0PT7ACXX_6_SA-PE-071.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458680
PRJEB5348	SAMEA2400885	ERX425028	ERR458681	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458681/ERR458681.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458681/120903_0219_D0PT7ACXX_7_SA-PE-071.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458681
PRJEB5348	SAMEA2400886	ERX425029	ERR458682	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458682/ERR458682.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458682/120903_0219_D0PT7ACXX_1_SA-PE-034.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458682
PRJEB5348	SAMEA2400887	ERX425030	ERR458683	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458683/ERR458683.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458683/120903_0219_D0PT7ACXX_2_SA-PE-034.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458683
PRJEB5348	SAMEA2400888	ERX425031	ERR458684	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458684/ERR458684.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458684/120903_0219_D0PT7ACXX_3_SA-PE-034.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458684
PRJEB5348	SAMEA2400889	ERX425032	ERR458685	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458685/ERR458685.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458685/120903_0219_D0PT7ACXX_4_SA-PE-034.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458685
PRJEB5348	SAMEA2400890	ERX425033	ERR458686	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458686/ERR458686.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458686/120903_0219_D0PT7ACXX_5_SA-PE-034.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458686
PRJEB5348	SAMEA2400891	ERX425034	ERR458687	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458687/ERR458687.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458687/120903_0219_D0PT7ACXX_6_SA-PE-034.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458687
PRJEB5348	SAMEA2400892	ERX425035	ERR458688	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458688/ERR458688.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458688/120903_0219_D0PT7ACXX_7_SA-PE-034.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458688
PRJEB5348	SAMEA2400893	ERX425036	ERR458689	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458689/ERR458689.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458689/120903_0219_D0PT7ACXX_1_SA-PE-074.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458689
PRJEB5348	SAMEA2400894	ERX425037	ERR458690	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458690/ERR458690.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458690/120903_0219_D0PT7ACXX_2_SA-PE-074.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458690
PRJEB5348	SAMEA2400895	ERX425038	ERR458691	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458691/ERR458691.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458691/120903_0219_D0PT7ACXX_3_SA-PE-074.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458691
PRJEB5348	SAMEA2400896	ERX425039	ERR458692	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458692/ERR458692.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458692/120903_0219_D0PT7ACXX_4_SA-PE-074.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458692
PRJEB5348	SAMEA2400897	ERX425040	ERR458693	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458693/ERR458693.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458693/120903_0219_D0PT7ACXX_5_SA-PE-074.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458693
PRJEB5348	SAMEA2400898	ERX425041	ERR458694	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458694/ERR458694.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458694/120903_0219_D0PT7ACXX_6_SA-PE-074.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458694
PRJEB5348	SAMEA2400899	ERX425042	ERR458695	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458695/ERR458695.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458695/120903_0219_D0PT7ACXX_7_SA-PE-074.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458695
PRJEB5348	SAMEA2400900	ERX425043	ERR458696	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458696/ERR458696.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458696/120903_0219_D0PT7ACXX_1_SA-PE-057.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458696
PRJEB5348	SAMEA2400901	ERX425044	ERR458697	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458697/ERR458697.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458697/120903_0219_D0PT7ACXX_2_SA-PE-057.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458697
PRJEB5348	SAMEA2400902	ERX425045	ERR458698	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458698/ERR458698.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458698/120903_0219_D0PT7ACXX_3_SA-PE-057.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458698
PRJEB5348	SAMEA2400903	ERX425046	ERR458699	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458699/ERR458699.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458699/120903_0219_D0PT7ACXX_4_SA-PE-057.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458699
PRJEB5348	SAMEA2400904	ERX425047	ERR458700	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458700/ERR458700.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458700/120903_0219_D0PT7ACXX_5_SA-PE-057.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458700
PRJEB5348	SAMEA2400905	ERX425048	ERR458701	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458701/ERR458701.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458701/120903_0219_D0PT7ACXX_6_SA-PE-057.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458701
PRJEB5348	SAMEA2400906	ERX425049	ERR458702	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458702/ERR458702.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458702/120903_0219_D0PT7ACXX_7_SA-PE-057.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458702
PRJEB5348	SAMEA2400907	ERX425050	ERR458703	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458703/ERR458703.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458703/120903_0219_D0PT7ACXX_1_SA-PE-016.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458703
PRJEB5348	SAMEA2400908	ERX425051	ERR458704	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458704/ERR458704.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458704/120903_0219_D0PT7ACXX_2_SA-PE-016.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458704
PRJEB5348	SAMEA2400909	ERX425052	ERR458705	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458705/ERR458705.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458705/120903_0219_D0PT7ACXX_3_SA-PE-016.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458705
PRJEB5348	SAMEA2400910	ERX425053	ERR458706	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458706/ERR458706.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458706/120903_0219_D0PT7ACXX_4_SA-PE-016.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458706
PRJEB5348	SAMEA2400911	ERX425054	ERR458707	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458707/ERR458707.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458707/120903_0219_D0PT7ACXX_5_SA-PE-016.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458707
PRJEB5348	SAMEA2400912	ERX425055	ERR458708	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458708/ERR458708.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458708/120903_0219_D0PT7ACXX_6_SA-PE-016.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458708
PRJEB5348	SAMEA2400913	ERX425056	ERR458709	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458709/ERR458709.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458709/120903_0219_D0PT7ACXX_7_SA-PE-016.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458709
PRJEB5348	SAMEA2400914	ERX425057	ERR458710	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458710/ERR458710.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458710/120903_0219_D0PT7ACXX_1_SA-PE-077.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458710
PRJEB5348	SAMEA2400915	ERX425058	ERR458711	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458711/ERR458711.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458711/120903_0219_D0PT7ACXX_2_SA-PE-077.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458711
PRJEB5348	SAMEA2400916	ERX425059	ERR458712	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458712/ERR458712.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458712/120903_0219_D0PT7ACXX_3_SA-PE-077.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458712
PRJEB5348	SAMEA2400917	ERX425060	ERR458713	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458713/ERR458713.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458713/120903_0219_D0PT7ACXX_4_SA-PE-077.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458713
PRJEB5348	SAMEA2400918	ERX425061	ERR458714	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458714/ERR458714.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458714/120903_0219_D0PT7ACXX_5_SA-PE-077.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458714
PRJEB5348	SAMEA2400919	ERX425062	ERR458715	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458715/ERR458715.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458715/120903_0219_D0PT7ACXX_6_SA-PE-077.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458715
PRJEB5348	SAMEA2400920	ERX425063	ERR458716	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458716/ERR458716.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458716/120903_0219_D0PT7ACXX_7_SA-PE-077.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458716
PRJEB5348	SAMEA2400921	ERX425064	ERR458717	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458717/ERR458717.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458717/120903_0219_D0PT7ACXX_1_SA-PE-070.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458717
PRJEB5348	SAMEA2400922	ERX425065	ERR458718	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458718/ERR458718.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458718/120903_0219_D0PT7ACXX_2_SA-PE-070.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458718
PRJEB5348	SAMEA2400923	ERX425066	ERR458719	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458719/ERR458719.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458719/120903_0219_D0PT7ACXX_3_SA-PE-070.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458719
PRJEB5348	SAMEA2400924	ERX425067	ERR458720	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458720/ERR458720.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458720/120903_0219_D0PT7ACXX_4_SA-PE-070.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458720
PRJEB5348	SAMEA2400925	ERX425068	ERR458721	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458721/ERR458721.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458721/120903_0219_D0PT7ACXX_5_SA-PE-070.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458721
PRJEB5348	SAMEA2400926	ERX425069	ERR458722	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458722/ERR458722.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458722/120903_0219_D0PT7ACXX_6_SA-PE-070.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458722
PRJEB5348	SAMEA2400927	ERX425070	ERR458723	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458723/ERR458723.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458723/120903_0219_D0PT7ACXX_7_SA-PE-070.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458723
PRJEB5348	SAMEA2400928	ERX425071	ERR458724	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458724/ERR458724.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458724/120903_0219_D0PT7ACXX_1_SA-PE-029.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458724
PRJEB5348	SAMEA2400929	ERX425072	ERR458725	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458725/ERR458725.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458725/120903_0219_D0PT7ACXX_2_SA-PE-029.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458725
PRJEB5348	SAMEA2400930	ERX425073	ERR458726	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458726/ERR458726.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458726/120903_0219_D0PT7ACXX_3_SA-PE-029.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458726
PRJEB5348	SAMEA2400931	ERX425074	ERR458727	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458727/ERR458727.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458727/120903_0219_D0PT7ACXX_4_SA-PE-029.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458727
PRJEB5348	SAMEA2400932	ERX425075	ERR458728	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458728/ERR458728.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458728/120903_0219_D0PT7ACXX_5_SA-PE-029.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458728
